concept_id,concept_name,concept_code,vocabulary_id,location
37110746,"Bowed tibia, radial anomaly, osteopenia, fracture syndrome",725103004,SNOMED,lowleg_ankle
44783712,Bowing fracture,699808008,SNOMED,site_unspec
35624662,Burst fracture,767509005,SNOMED,vertebra
4106179,Burst fracture of cervical vertebra,281914007,SNOMED,vertebra
46270329,Burst fracture of fourth thoracic vertebra,18960001000004105,SNOMED,vertebra
4086020,Burst fracture of lumbar vertebra,281934008,SNOMED,vertebra
46270391,Burst fracture of ninth thoracic vertebra,29580001000004102,SNOMED,vertebra
4085893,Burst fracture of thoracic vertebra,281924004,SNOMED,vertebra
4199800,Burst fracture of vertebra,314667001,SNOMED,vertebra
4201092,Central fracture dislocation acetabulum,301757009,SNOMED,pelvis
40399878,Cervical vertebra: [pathological fracture] or [collapse],203454007,SNOMED,vertebra
43021792,Chance flexion distraction fracture of vertebra,473438000,SNOMED,vertebra
4256887,Chip fracture,40866008,SNOMED,site_unspec
4051842,"Chip fracture, closed",125167005,SNOMED,site_unspec
4052916,"Chip fracture, open",125168000,SNOMED,site_unspec
36675158,Closed and compound fracture of multiple bones,771488009,SNOMED,site_unspec
4141668,Closed avulsion fracture,427017004,SNOMED,site_unspec
4139363,Closed avulsion fracture of anterior inferior iliac spine of pelvis,426679004,SNOMED,pelvis
760595,Closed avulsion fracture of anterior inferior spine of left ilium,11306321000119100,SNOMED,pelvis
760594,Closed avulsion fracture of anterior inferior spine of right ilium,11306281000119105,SNOMED,pelvis
4323067,Closed avulsion fracture of anterior superior iliac spine of pelvis,428723000,SNOMED,pelvis
765032,Closed avulsion fracture of anterior superior spine of left ilium,11306401000119101,SNOMED,pelvis
760596,Closed avulsion fracture of anterior superior spine of right ilium,11306361000119105,SNOMED,pelvis
4145054,Closed avulsion fracture of greater trochanter of femur,426382004,SNOMED,hip_femur
4142118,Closed avulsion fracture of lesser trochanter of femur,427688003,SNOMED,hip_femur
4146169,Closed Barton's fracture,307713000,SNOMED,forearm_wrist
40407440,Closed Barton's fracture,208330004,SNOMED,forearm_wrist
4194631,Closed Bennett's fracture,67730008,SNOMED,hand
763796,Closed bicondylar fracture of plateau of left tibia,446501000124103,SNOMED,lowleg_ankle
760246,Closed bicondylar fracture of plateau of right tibia,10924921000119101,SNOMED,lowleg_ankle
45766762,Closed bicondylar fracture of tibial plateau,703998005,SNOMED,lowleg_ankle
438879,Closed bimalleolar fracture,25899002,SNOMED,lowleg_ankle
760234,Closed bimalleolar fracture of left ankle,10924401000119103,SNOMED,lowleg_ankle
760233,Closed bimalleolar fracture of right ankle,10924361000119107,SNOMED,lowleg_ankle
37209598,Closed blow-out fracture of left orbital floor,16671631000119101,SNOMED,skull_face
37209597,Closed blow-out fracture of right orbital floor,16671391000119109,SNOMED,skull_face
35624665,Closed burst fracture,767512008,SNOMED,vertebra
435950,Closed Colles' fracture,269083002,SNOMED,forearm_wrist
40499089,Closed Colles' fracture,29815003,SNOMED,forearm_wrist
40492391,Closed comminuted supracondylar fracture of femur,447394009,SNOMED,hip_femur
4009291,Closed complete rupture of pelvic ring,208201009,SNOMED,pelvis
4013913,Closed complete rupture pubic symphysis,208202002,SNOMED,pelvis
4010233,Closed complete rupture sacroiliac joint,208203007,SNOMED,pelvis
4043005,Closed complex fracture,118621007,SNOMED,site_unspec
4230704,Closed compression fracture,439144005,SNOMED,site_unspec
4009915,Closed compression fracture sacrum,207975009,SNOMED,site_unspec
40488380,Closed depressed fracture of skull,446597007,SNOMED,skull_face
4188982,"Closed, displaced fracture of nasal bone",413878002,SNOMED,skull_face
4014065,Closed dorsal Barton's fracture,208324004,SNOMED,forearm_wrist
40491988,Closed extraarticular fracture of distal radius,448838000,SNOMED,forearm_wrist
4148331,Closed flail chest,311408004,SNOMED,rib_thorax
4307254,Closed fracture,423125000,SNOMED,site_unspec
4008519,"Closed fracture acetabulum, anterior column",208148000,SNOMED,pelvis
4013322,"Closed fracture acetabulum, anterior lip alone",208146001,SNOMED,pelvis
4013898,"Closed fracture acetabulum, double column transverse",208151007,SNOMED,pelvis
4010222,"Closed fracture acetabulum, double column unspecified",208152000,SNOMED,pelvis
3540591,"Closed fracture acetabulum, double column unspecified",681231000000102,SNOMED,pelvis
4013897,"Closed fracture acetabulum, floor",208150008,SNOMED,pelvis
3541791,Closed fracture acetabulum NOS,698291000000109,SNOMED,pelvis
4008521,Closed fracture acetabulum NOS,208154004,SNOMED,pelvis
4008520,"Closed fracture acetabulum, posterior column",208149008,SNOMED,pelvis
4010221,"Closed fracture acetabulum, posterior lip alone",208147005,SNOMED,pelvis
4009747,"Closed fracture ankle, bimalleolar, high fibular fracture",208663003,SNOMED,lowleg_ankle
4015645,"Closed fracture ankle, bimalleolar, low fibular fracture",208662008,SNOMED,lowleg_ankle
4015643,"Closed fracture ankle, lateral malleolus, high",208658002,SNOMED,lowleg_ankle
4015642,"Closed fracture ankle, lateral malleolus, low",208657007,SNOMED,lowleg_ankle
4015648,"Closed fracture ankle, trimalleolar, high fibular fracture",208667002,SNOMED,lowleg_ankle
4015647,"Closed fracture ankle, trimalleolar, low fibular fracture",208666006,SNOMED,lowleg_ankle
3520097,"Closed fracture ankle, unspecified",592961000000101,SNOMED,lowleg_ankle
4015649,"Closed fracture ankle, unspecified",208672006,SNOMED,lowleg_ankle
4011653,"Closed fracture atlas, comminuted",207896001,SNOMED,vertebra
4008208,"Closed fracture atlas, isolated arch or articular process",207895002,SNOMED,vertebra
40405053,Closed fracture: [atlas] or [first cervical vertebra without mention of spinal cord lesion],207888006,SNOMED,vertebra
4011654,"Closed fracture axis, odontoid process",207897005,SNOMED,vertebra
40405054,Closed fracture: [axis] or [second cervical vertebra without mention of spinal cord lesion],207889003,SNOMED,vertebra
4008209,"Closed fracture axis, posterior arch",207901004,SNOMED,vertebra
4011655,"Closed fracture axis, spinous process",207899008,SNOMED,vertebra
4013035,"Closed fracture axis, spondylolysis",207898000,SNOMED,vertebra
4013036,"Closed fracture axis, transverse process",207900003,SNOMED,vertebra
4013037,"Closed fracture axis, tricolumnar",207902006,SNOMED,vertebra
40404188,Closed fracture base of skull with intracranial injury,207725003,SNOMED,skull_face
40403850,Closed fracture base of skull without intracranial injury,207716009,SNOMED,skull_face
4009748,"Closed fracture calcaneus, extra-articular",208677000,SNOMED,foot
4012580,"Closed fracture calcaneus, intra-articular",208678005,SNOMED,foot
4013476,"Closed fracture carpal bones, multiple",208375001,SNOMED,hand
40405051,Closed fracture: [cervical spine] or [atlas without spinal cord lesion] or [axis without spinal cord lesion],207886005,SNOMED,vertebra
4011656,"Closed fracture cervical vertebra, burst",207903001,SNOMED,vertebra
4009902,"Closed fracture cervical vertebra, posterior arch",207908005,SNOMED,vertebra
4009286,"Closed fracture cervical vertebra, spinous process",207906009,SNOMED,vertebra
4009285,"Closed fracture cervical vertebra, spondylolysis",207905008,SNOMED,vertebra
4009287,"Closed fracture cervical vertebra, transverse process",207907000,SNOMED,vertebra
4008210,"Closed fracture cervical vertebra, tricolumnar",207909002,SNOMED,vertebra
4011657,"Closed fracture cervical vertebra, wedge",207904007,SNOMED,vertebra
40407425,Closed fracture: [Colles'] or [Smith's],208316009,SNOMED,forearm_wrist
40289234,Closed fracture-dislocation,128315002,SNOMED,site_unspec
4015055,Closed fracture dislocation acromioclavicular joint,209239005,SNOMED,clav_scap
4017664,Closed fracture dislocation digit,209302007,SNOMED,hand
4017665,"Closed fracture dislocation digit, unspecified",209303002,SNOMED,hand
3568068,"Closed fracture dislocation digit, unspecified",685101000000102,SNOMED,hand
4017655,Closed fracture dislocation distal radioulnar joint,209265009,SNOMED,forearm_wrist
40411506,Closed fracture dislocation elbow,209251007,SNOMED,humerus_elbow
4012140,Closed fracture dislocation elbow joint,209252000,SNOMED,humerus_elbow
4017673,Closed fracture dislocation foot,209354002,SNOMED,foot
4015072,"Closed fracture dislocation, interphalangeal joint, unspecified",209305009,SNOMED,hand
3540863,"Closed fracture dislocation, interphalangeal joint, unspecified",685111000000100,SNOMED,hand
4012142,Closed fracture dislocation lunate (volar),209269003,SNOMED,forearm_wrist
4018222,Closed fracture dislocation midcarpal,209267001,SNOMED,forearm_wrist
4018345,Closed fracture dislocation multiple digits,209309003,SNOMED,hand
4015197,Closed fracture dislocation of ankle joint,209349006,SNOMED,lowleg_ankle
4015061,Closed fracture dislocation of carpometacarpal joint,209268006,SNOMED,forearm_wrist
4219384,Closed fracture dislocation of digit of hand,417474005,SNOMED,hand
4012151,Closed fracture dislocation of distal interphalangeal joint,209306005,SNOMED,hand
4167849,Closed fracture dislocation of distal interphalangeal joint of finger,416176009,SNOMED,hand
4012285,Closed fracture dislocation of hip joint,209335002,SNOMED,hip_femur
4012289,Closed fracture dislocation of interphalangeal joint of multiple toes,209361003,SNOMED,foot
4017674,Closed fracture dislocation of interphalangeal joint of single toe,209359007,SNOMED,foot
4012276,Closed fracture dislocation of interphalangeal joint of thumb,209308006,SNOMED,hand
4200190,Closed fracture dislocation of interphalangeal joint of toe,302036006,SNOMED,foot
4218146,Closed fracture dislocation of joint of shoulder girdle,416833005,SNOMED,clav_scap
4018353,Closed fracture dislocation of knee joint,209340005,SNOMED,knee
4012150,Closed fracture dislocation of metacarpophalangeal joint,209304008,SNOMED,hand
4199546,Closed fracture dislocation of metatarsophalangeal joint,302035005,SNOMED,foot
4015200,Closed fracture dislocation of midtarsal joint,209356000,SNOMED,foot
4219842,Closed fracture dislocation of multiple digits of hand,417675000,SNOMED,hand
4018359,Closed fracture dislocation of multiple metatarsophalangeal joints,209360002,SNOMED,foot
4018354,Closed fracture dislocation of patellofemoral joint,209344001,SNOMED,hip_femur
4018943,Closed fracture dislocation of pelvis,209390009,SNOMED,pelvis
4018344,Closed fracture dislocation of proximal interphalangeal joint,209307001,SNOMED,hand
4213541,Closed fracture dislocation of proximal interphalangeal joint of digit of hand,417349008,SNOMED,hand
4010229,Closed fracture dislocation of sacroiliac joint,208186009,SNOMED,pelvis
4018358,Closed fracture dislocation of single metatarsophalangeal joint,209358004,SNOMED,foot
4015209,Closed fracture dislocation of sternum,209389000,SNOMED,rib_thorax
4015199,Closed fracture dislocation of subtalar joint,209355001,SNOMED,foot
4018357,Closed fracture dislocation of tarsometatarsal joint,209357009,SNOMED,foot
4018221,Closed fracture dislocation of wrist,209264008,SNOMED,forearm_wrist
3573680,Closed fracture dislocation other carpal,700981000000107,SNOMED,forearm_wrist
4018223,Closed fracture dislocation other carpal,209272005,SNOMED,forearm_wrist
4012143,Closed fracture dislocation perilunate (dorsal),209270002,SNOMED,forearm_wrist
4017657,Closed fracture dislocation perilunate transscaphoid,209271003,SNOMED,forearm_wrist
4017656,Closed fracture dislocation radiocarpal joint,209266005,SNOMED,forearm_wrist
40411490,Closed fracture dislocation shoulder,209237007,SNOMED,clav_scap
4018213,Closed fracture dislocation shoulder joint,209238002,SNOMED,clav_scap
4014203,"Closed fracture dislocation sternoclavicular joint, anterior",209391008,SNOMED,clav_scap
4018944,"Closed fracture dislocation sternoclavicular joint, posterior",209392001,SNOMED,clav_scap
4017653,Closed fracture dislocation superior radioulnar joint,209253005,SNOMED,humerus_elbow
4015983,"Closed fracture distal femur, bicondylar (T-Y fracture)",208581008,SNOMED,hip_femur
4009615,"Closed fracture distal femur, comminuted/intra-articular",208582001,SNOMED,hip_femur
40408579,Closed fracture distal femur (& distal end),208575000,SNOMED,hip_femur
4012444,"Closed fracture distal femur, lateral condyle",208580009,SNOMED,hip_femur
4015506,"Closed fracture distal femur, medial condyle",208579006,SNOMED,hip_femur
4013462,"Closed fracture distal humerus, bicondylar (T-Y fracture)",208273006,SNOMED,humerus_elbow
4014050,"Closed fracture distal humerus, capitellum",208272001,SNOMED,humerus_elbow
4013461,"Closed fracture distal humerus, lateral condyle",208267005,SNOMED,humerus_elbow
75385,"Closed fracture distal humerus, lateral epicondyle",208271008,SNOMED,humerus_elbow
4010243,"Closed fracture distal humerus, medial condyle",208268000,SNOMED,humerus_elbow
40407368,Closed fracture: [distal humerus] or [elbow],208265002,SNOMED,humerus_elbow
4009752,"Closed fracture distal phalanx, toe",208712008,SNOMED,foot
3540105,"Closed fracture distal radius, extra-articular, other type",674471000000107,SNOMED,forearm_wrist
4009440,"Closed fracture distal radius, extra-articular, other type",208327006,SNOMED,forearm_wrist
4010373,"Closed fracture distal radius, intra-articular, die-punch",208326002,SNOMED,forearm_wrist
4010374,"Closed fracture distal radius, intra-articular, other type",208329009,SNOMED,forearm_wrist
3540106,"Closed fracture distal radius, intra-articular, other type",674481000000109,SNOMED,forearm_wrist
4012455,Closed fracture distal tibia,208634001,SNOMED,lowleg_ankle
4015636,"Closed fracture distal tibia, extra-articular",208635000,SNOMED,lowleg_ankle
4009744,"Closed fracture distal tibia, intra-articular",208636004,SNOMED,lowleg_ankle
4010372,"Closed fracture distal ulna, unspecified",208319002,SNOMED,forearm_wrist
3540104,"Closed fracture distal ulna, unspecified",674461000000100,SNOMED,forearm_wrist
4012451,"Closed fracture fibula, neck",208615001,SNOMED,lowleg_ankle
4009593,"Closed fracture finger distal phalanx, base",208456007,SNOMED,hand
4010535,"Closed fracture finger distal phalanx, mallet",208459000,SNOMED,hand
4009594,"Closed fracture finger distal phalanx, multiple",208460005,SNOMED,hand
4010533,"Closed fracture finger distal phalanx, shaft",208457003,SNOMED,hand
4010534,"Closed fracture finger distal phalanx, tuft",208458008,SNOMED,hand
4015871,Closed fracture finger metacarpal,208401007,SNOMED,hand
4010386,Closed fracture finger metacarpal base,208397004,SNOMED,hand
4015355,Closed fracture finger metacarpal head,208400008,SNOMED,hand
4010387,"Closed fracture finger metacarpal, multiple",208402000,SNOMED,hand
4015354,Closed fracture finger metacarpal neck,208399001,SNOMED,hand
40407818,Closed fracture finger metacarpal shaft,208398009,SNOMED,hand
80223,Closed fracture finger middle phalanx,208450001,SNOMED,hand
4015879,"Closed fracture finger middle phalanx, base",208451002,SNOMED,hand
4015483,"Closed fracture finger middle phalanx, head",208454005,SNOMED,hand
4010532,"Closed fracture finger middle phalanx, multiple",208455006,SNOMED,hand
4010531,"Closed fracture finger middle phalanx, neck",208453004,SNOMED,hand
4009592,"Closed fracture finger middle phalanx, shaft",208452009,SNOMED,hand
443115,Closed fracture finger proximal phalanx,208444006,SNOMED,hand
4009459,"Closed fracture finger proximal phalanx, base",208445007,SNOMED,hand
4015878,"Closed fracture finger proximal phalanx, head",208448009,SNOMED,hand
4009461,"Closed fracture finger proximal phalanx, multiple",208449001,SNOMED,hand
4009460,"Closed fracture finger proximal phalanx, neck",208447004,SNOMED,hand
4010530,"Closed fracture finger proximal phalanx, shaft",208446008,SNOMED,hand
4010378,"Closed fracture hamate, hook",208369005,SNOMED,hand
4015631,Closed fracture intercondylar spine of tibia,208613008,SNOMED,lowleg_ankle
4190345,Closed fracture involving joint,373716002,SNOMED,site_unspec
4206885,Closed fracture involving thorax with lower back and pelvis and limbs,311862008,SNOMED,multi_site
40410585,Closed fracture involving thorax wth lower back and pelvis and limbs,213362005,SNOMED,multi_site
40413040,Closed fracture larynx,208123003,SNOMED,rib_thorax
136538,Closed fracture larynx and/or trachea,208122008,SNOMED,rib_thorax
4013604,Closed fracture lumbar vertebra,207957008,SNOMED,vertebra
4013605,"Closed fracture lumbar vertebra, burst",207958003,SNOMED,vertebra
4013159,"Closed fracture lumbar vertebra, posterior arch",207963004,SNOMED,vertebra
4008221,"Closed fracture lumbar vertebra, spinous process",207961002,SNOMED,vertebra
4013158,"Closed fracture lumbar vertebra, spondylolysis",207960001,SNOMED,vertebra
4009911,"Closed fracture lumbar vertebra, transverse process",207962009,SNOMED,vertebra
4013606,"Closed fracture lumbar vertebra, tricolumnar",207964005,SNOMED,vertebra
4008220,"Closed fracture lumbar vertebra, wedge",207959006,SNOMED,vertebra
40404246,Closed fracture: [malar or maxillary bones] or [upper jaw],207778004,SNOMED,skull_face
3541057,Closed fracture mandible (site unspecified),687821000000108,SNOMED,skull_face
4007913,Closed fracture mandible (site unspecified),207754009,SNOMED,skull_face
40404247,Closed fracture maxilla,207779007,SNOMED,skull_face
4016123,Closed fracture metatarsal base,208687001,SNOMED,foot
4012582,Closed fracture metatarsal head,208690007,SNOMED,foot
4016125,"Closed fracture metatarsal, multiple",208691006,SNOMED,foot
4012581,Closed fracture metatarsal neck,208689003,SNOMED,foot
4016124,Closed fracture metatarsal shaft,208688006,SNOMED,foot
4015656,"Closed fracture middle phalanx, toe",208711001,SNOMED,foot
4016129,"Closed fracture multiple phalanges, toe",208713003,SNOMED,foot
81696,Closed fracture of acetabulum,33118001,SNOMED,pelvis
4145841,Closed fracture of acetabulum with dislocation of hip,426962008,SNOMED,pelvis
432463,Closed fracture of acromial end of clavicle,1658003,SNOMED,clav_scap
760341,Closed fracture of acromial end of left clavicle,10929401000119102,SNOMED,clav_scap
760340,Closed fracture of acromial end of right clavicle,10929361000119106,SNOMED,clav_scap
760445,Closed fracture of acromial process of left scapula,10934161000119107,SNOMED,clav_scap
760444,Closed fracture of acromial process of right scapula,10934121000119102,SNOMED,clav_scap
138582,Closed fracture of acromial process of scapula,111639006,SNOMED,clav_scap
433039,Closed fracture of alveolar border of body of mandible,76174009,SNOMED,skull_face
37309717,Closed fracture of alveolar border of left mandible,15918061000119103,SNOMED,skull_face
37309716,Closed fracture of alveolar border of right mandible,15918101000119100,SNOMED,skull_face
37209377,Closed fracture of alveolar ridge of left maxilla,15918221000119100,SNOMED,skull_face
4003191,Closed fracture of alveolar ridge of maxilla,110021005,SNOMED,skull_face
37209378,Closed fracture of alveolar ridge of right maxilla,15918261000119105,SNOMED,skull_face
40608367,Closed fracture of alveolus,62924008,SNOMED,skull_face
40280602,Closed fracture of anatomical neck of humerus,11870001,SNOMED,humerus_elbow
760312,Closed fracture of anatomical neck of proximal left humerus,10928121000119108,SNOMED,humerus_elbow
760311,Closed fracture of anatomical neck of proximal right humerus,10928081000119106,SNOMED,humerus_elbow
40633312,Closed fracture of angle of jaw,77266009,SNOMED,skull_face
37209594,Closed fracture of angle of left mandible,16671071000119105,SNOMED,skull_face
37209593,Closed fracture of angle of right mandible,16670831000119109,SNOMED,skull_face
75095,Closed fracture of ankle,42188001,SNOMED,lowleg_ankle
45767652,Closed fracture of anterior column and posterior column of acetabulum,705123008,SNOMED,pelvis
760614,Closed fracture of anterior column and posterior column of left acetabulum,11307441000119101,SNOMED,pelvis
760613,Closed fracture of anterior column and posterior column of right acetabulum,11307401000119103,SNOMED,pelvis
37209642,Closed fracture of anterior column of left acetabulum,16769891000119103,SNOMED,pelvis
760606,Closed fracture of anterior column of right acetabulum,11307081000119101,SNOMED,pelvis
45767635,Closed fracture of anterior wall of acetabulum,705104001,SNOMED,pelvis
765187,Closed fracture of anterior wall of left acetabulum,11307681000119109,SNOMED,pelvis
760615,Closed fracture of anterior wall of right acetabulum,11307641000119104,SNOMED,pelvis
45767623,Closed fracture of apophysis of femur,705090003,SNOMED,hip_femur
760424,Closed fracture of apophysis of left femur,10933121000119104,SNOMED,hip_femur
760423,Closed fracture of apophysis of right femur,10933081000119101,SNOMED,hip_femur
4136709,Closed fracture of atlas without spinal cord lesion,263181009,SNOMED,vertebra
4136710,Closed fracture of axis without spinal cord lesion,263182002,SNOMED,vertebra
44783856,Closed fracture of base of fifth metacarpal,698056009,SNOMED,hand
3568627,Closed fracture of base of fifth metatarsal,204161000000104,SNOMED,foot
3524221,Closed fracture of base of fifth metatarsal,209251000000107,SNOMED,foot
4173917,Closed fracture of base of fifth metatarsal bone,424648000,SNOMED,foot
760219,Closed fracture of base of first metacarpal bone of left hand,10923681000119106,SNOMED,hand
760218,Closed fracture of base of first metacarpal bone of right hand,10923641000119101,SNOMED,hand
44783857,Closed fracture of base of fourth metacarpal,698057000,SNOMED,hand
765325,Closed fracture of base of left fifth metacarpal,10924001000119109,SNOMED,hand
760224,Closed fracture of base of left fourth metacarpal,10923921000119103,SNOMED,hand
760220,Closed fracture of base of left second metacarpal,10923761000119105,SNOMED,hand
760222,Closed fracture of base of left third metacarpal,10923841000119100,SNOMED,hand
440855,Closed fracture of base of metacarpal bone other than first metacarpal,54641008,SNOMED,hand
435956,Closed fracture of base of neck of femur,1705000,SNOMED,hip_femur
760410,Closed fracture of base of neck of left femur,10932561000119106,SNOMED,hip_femur
760409,Closed fracture of base of neck of right femur,10932521000119101,SNOMED,hip_femur
760225,Closed fracture of base of right fifth metacarpal,10923961000119108,SNOMED,hand
760223,Closed fracture of base of right fourth metacarpal,10923881000119105,SNOMED,hand
764998,Closed fracture of base of right second metacarpal,10923721000119100,SNOMED,hand
760221,Closed fracture of base of right third metacarpal,10923801000119102,SNOMED,hand
44783858,Closed fracture of base of second metacarpal,698059002,SNOMED,hand
4177069,Closed fracture of base of skull,428099003,SNOMED,skull_face
3655958,Closed fracture of base of skull with cerebral contusion,870551001,SNOMED,skull_face
3655957,Closed fracture of base of skull with cerebral laceration,870550000,SNOMED,skull_face
378573,Closed fracture of base of skull with cerebral laceration AND/OR contusion,91589002,SNOMED,skull_face
44784469,Closed fracture of base of skull with concussion,698621006,SNOMED,skull_face
438873,Closed fracture of base of skull with intracranial hemorrhage,111601003,SNOMED,skull_face
433602,Closed fracture of base of skull with intracranial injury,111603000,SNOMED,skull_face
40275393,Closed fracture of base of skull with intracranial injury of other and unspecified nature,111602005,SNOMED,skull_face
4008990,"Closed fracture of base of skull with intracranial injury, unspecified state of consciousness",207726002,SNOMED,skull_face
3540038,"Closed fracture of base of skull with intracranial injury, unspecified state of consciousness",673501000000103,SNOMED,skull_face
433331,"Closed fracture of base of skull with intracranial injury, with 1-24 hours loss of consciousness",207729009,SNOMED,skull_face
4010866,"Closed fracture of base of skull with intracranial injury, with concussion, unspecified",207733002,SNOMED,skull_face
3520731,"Closed fracture of base of skull with intracranial injury, with concussion, unspecified",639071000000102,SNOMED,skull_face
435665,"Closed fracture of base of skull with intracranial injury, with less than 1 hour loss of consciousness",207728001,SNOMED,skull_face
4010865,"Closed fracture of base of skull with intracranial injury, with loss of consciousness of unspecified duration",207732007,SNOMED,skull_face
3567534,"Closed fracture of base of skull with intracranial injury, with loss of consciousness of unspecified duration",689061000000102,SNOMED,skull_face
438874,"Closed fracture of base of skull with intracranial injury, with more than 24 hours loss of consciousness and return to pre-existing conscious level",207730004,SNOMED,skull_face
440222,"Closed fracture of base of skull with intracranial injury, with more than 24 hours loss of consciousness without return to pre-existing conscious level",207731000,SNOMED,skull_face
437990,"Closed fracture of base of skull with intracranial injury, with no loss of consciousness",207727006,SNOMED,skull_face
44784468,Closed fracture of base of skull with loss of consciousness,698620007,SNOMED,skull_face
40275391,Closed fracture of base of skull with other and unspecified intracranial hemorrhage,111600002,SNOMED,skull_face
433606,Closed fracture of base of skull without intracranial injury,27644009,SNOMED,skull_face
3540321,"Closed fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",677651000000106,SNOMED,skull_face
4010863,"Closed fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",207717000,SNOMED,skull_face
3530814,"Closed fracture of base of skull without mention of intracranial injury, with 1-24 hours loss of consciousness",531751000000102,SNOMED,skull_face
443059,"Closed fracture of base of skull without mention of intracranial injury, with 1-24 hours loss of consciousness",207720008,SNOMED,skull_face
3540235,"Closed fracture of base of skull without mention of intracranial injury, with concussion, unspecified",676311000000103,SNOMED,skull_face
4008989,"Closed fracture of base of skull without mention of intracranial injury, with concussion, unspecified",207724004,SNOMED,skull_face
3519409,"Closed fracture of base of skull without mention of intracranial injury, with less than 1 hour loss of consciousness",531741000000100,SNOMED,skull_face
443060,"Closed fracture of base of skull without mention of intracranial injury, with less than 1 hour loss of consciousness",207719002,SNOMED,skull_face
3538523,"Closed fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",650711000000104,SNOMED,skull_face
4010864,"Closed fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",207723005,SNOMED,skull_face
3519410,"Closed fracture of base of skull without mention of intracranial injury, with more than 24 hours loss of consciousness and return to pre-existing conscious level",531761000000104,SNOMED,skull_face
443058,"Closed fracture of base of skull without mention of intracranial injury, with more than 24 hours loss of consciousness and return to pre-existing conscious level",207721007,SNOMED,skull_face
443057,"Closed fracture of base of skull without mention of intracranial injury, with more than 24 hours loss of consciousness without return to pre-existing conscious level",207722000,SNOMED,skull_face
3572920,"Closed fracture of base of skull without mention of intracranial injury, with more than 24 hours loss of consciousness without return to pre-existing conscious level",531771000000106,SNOMED,skull_face
443061,"Closed fracture of base of skull without mention of intracranial injury, with no loss of consciousness",207718005,SNOMED,skull_face
3530813,"Closed fracture of base of skull without mention of intracranial injury, with no loss of consciousness",531731000000109,SNOMED,skull_face
440531,"Closed fracture of base of skull with subarachnoid, subdural AND/OR extradural hemorrhage",29264003,SNOMED,skull_face
44782594,Closed fracture of base of third metacarpal,698058005,SNOMED,hand
435381,Closed fracture of base of thumb,32311009,SNOMED,hand
